epoch,train_loss,train_ce,train_lb,train_acc,val_loss,val_ce,val_lb,val_acc,lr
1,1.266643169948033,1.266643169948033,1.0724240847996303,0.5160714285714286,1.1767228364944458,1.1767228364944458,1.0543830871582032,0.8625,0.001
2,0.9693093623433794,0.9693093623433794,1.0764723879950386,0.8196428571428571,0.8722754836082458,0.8722754836082458,1.0577635288238525,0.925,0.001
3,0.7254659226962499,0.7254659226962499,1.072384970528739,0.9,0.6093370795249939,0.6093370795249939,1.0662835121154786,0.9625,0.001
4,0.5237676688602992,0.5237676688602992,1.07275401864733,0.9232142857142858,0.40902688503265383,0.40902688503265383,1.0722980976104737,0.975,0.001
5,0.3914257313523974,0.3914257313523974,1.0766507829938616,0.9482142857142857,0.27434622049331664,0.27434622049331664,1.0764039039611817,0.975,0.001
6,0.2516170233488083,0.2516170233488083,1.0796925953456333,0.975,0.19265042543411254,0.19265042543411254,1.079990267753601,0.9625,0.001
7,0.19128917923995425,0.19128917923995425,1.0807621376855032,0.9678571428571429,0.13441008627414702,0.13441008627414702,1.0823025226593017,0.9875,0.001
8,0.12419564915554863,0.12419564915554863,1.0858544690268381,0.9821428571428571,0.11787614524364472,0.11787614524364472,1.0845897197723389,0.9875,0.001
9,0.12227565050125122,0.12227565050125122,1.0861880098070418,0.975,0.06842237561941147,0.06842237561941147,1.0872116088867188,0.9875,0.001
10,0.08905489508594785,0.08905489508594785,1.089356769834246,0.9785714285714285,0.05682886987924576,0.05682886987924576,1.0886690139770507,1.0,0.001
11,0.08095004856586456,0.08095004856586456,1.0911708695547921,0.9821428571428571,0.060737380385398866,0.060737380385398866,1.0881561994552613,0.9875,0.001
12,0.06103984713554382,0.06103984713554382,1.0898863213402885,0.9875,0.06736450046300888,0.06736450046300888,1.0905317306518554,0.975,0.001
13,0.0545823731060539,0.0545823731060539,1.091009909766061,0.9892857142857143,0.05805347934365272,0.05805347934365272,1.0904956102371215,0.975,0.001
14,0.05502318207706724,0.05502318207706724,1.0941794157028197,0.9821428571428571,0.05271950364112854,0.05271950364112854,1.0913475036621094,0.975,0.001
15,0.04268824862582343,0.04268824862582343,1.0954226357596262,0.9875,0.04672743156552315,0.04672743156552315,1.092172336578369,0.9875,0.001
16,0.05632911399006844,0.05632911399006844,1.0964113916669573,0.9857142857142858,0.03149599134922028,0.03149599134922028,1.0933475255966187,1.0,0.001
17,0.04288653630231108,0.04288653630231108,1.0966949735369,0.9910714285714286,0.03277875185012817,0.03277875185012817,1.0936203718185424,1.0,0.001
