epoch,train_loss,train_ce,train_lb,train_acc,val_loss,val_ce,val_lb,val_acc,lr
59,0.004017275713184582,0.004017275713184582,1.018436895098005,0.9982142857142857,0.00156572163105011,0.00156572163105011,1.0255070209503174,1.0,0.0005
60,0.002389173047517293,0.002389173047517293,1.0192911079951694,1.0,0.0014251400250941515,0.0014251400250941515,1.0249225854873658,1.0,0.0005
61,0.004242920863907785,0.004242920863907785,1.0208968775612968,0.9982142857142857,0.0016083527822047471,0.0016083527822047471,1.0234469175338745,1.0,0.0005
62,0.0030200668327909496,0.0030200668327909496,1.019457847731454,1.0,0.001604692591354251,0.001604692591354251,1.0227153301239014,1.0,0.00025
63,0.00943003793113998,0.00943003793113998,1.0158191714968001,0.9946428571428572,0.001587190479040146,0.001587190479040146,1.0226613521575927,1.0,0.00025
64,0.0029111140274575777,0.0029111140274575777,1.0176539029393876,1.0,0.0013058915734291076,0.0013058915734291076,1.0265111923217773,1.0,0.00025
65,0.003030554873735777,0.003030554873735777,1.0159343412944248,1.0,0.0013052065391093493,0.0013052065391093493,1.025518536567688,1.0,0.00025
66,0.00239288290155985,0.00239288290155985,1.0146157673427036,1.0,0.0012808432336896658,0.0012808432336896658,1.023442816734314,1.0,0.00025
67,0.006295701588637063,0.006295701588637063,1.0108736855643137,0.9964285714285714,0.0012660989072173835,0.0012660989072173835,1.0235642910003662,1.0,0.00025
68,0.020506051129528455,0.020506051129528455,1.0171879087175641,0.9928571428571429,0.0012701546773314476,0.0012701546773314476,1.0220749378204346,1.0,0.00025
69,0.004414339611373309,0.004414339611373309,1.0117672409330096,0.9982142857142857,0.001318537723273039,0.001318537723273039,1.023147988319397,1.0,0.00025
70,0.00611836303723976,0.00611836303723976,1.0128307274409702,0.9964285714285714,0.0013783634640276432,0.0013783634640276432,1.0225990772247315,1.0,0.00025
71,0.005590541561001114,0.005590541561001114,1.0142689977373396,0.9982142857142857,0.001857982389628887,0.001857982389628887,1.0217063188552857,1.0,0.00025
72,0.0016953952244615981,0.0016953952244615981,1.0191913400377546,1.0,0.0013985428493469953,0.0013985428493469953,1.0197265148162842,1.0,0.00025
73,0.00516654261155054,0.00516654261155054,1.015130318914141,0.9982142857142857,0.001591480942443013,0.001591480942443013,1.0216039896011353,1.0,0.000125
74,0.0049073280018222115,0.0049073280018222115,1.0117612838745118,0.9982142857142857,0.001547295693308115,0.001547295693308115,1.0225799560546875,1.0,0.000125
75,0.001252787679966007,0.001252787679966007,1.0158468927655901,1.0,0.0016621856950223446,0.0016621856950223446,1.0224911451339722,1.0,0.000125
76,0.0016541503897834835,0.0016541503897834835,1.0218540804726737,1.0,0.0017281631473451853,0.0017281631473451853,1.0222097873687743,1.0,0.000125
77,0.005784042711768832,0.005784042711768832,1.0129000731876918,0.9964285714285714,0.0017799576744437218,0.0017799576744437218,1.0220191717147826,1.0,0.000125
78,0.004214484234606581,0.004214484234606581,1.0151926279067993,1.0,0.0020514306146651507,0.0020514306146651507,1.0246474742889404,1.0,0.000125
79,0.003970854973054624,0.003970854973054624,1.0064495972224645,0.9982142857142857,0.0019114036113023758,0.0019114036113023758,1.0227801322937011,1.0,6.25e-05
80,0.0019748250571345644,0.0019748250571345644,1.0112348488398961,1.0,0.0016025226097553969,0.0016025226097553969,1.019912314414978,1.0,6.25e-05
81,0.0042454514070414005,0.0042454514070414005,1.0112385954175676,0.9982142857142857,0.0014973605517297982,0.0014973605517297982,1.0195271492004394,1.0,6.25e-05
82,0.0022841769187445086,0.0022841769187445086,1.014847653252738,1.0,0.0015015440061688424,0.0015015440061688424,1.0198530435562134,1.0,6.25e-05
83,0.005597476162282484,0.005597476162282484,1.0153767892292567,0.9964285714285714,0.0017143900971859694,0.0017143900971859694,1.0230940341949464,1.0,6.25e-05
84,0.00754293915981959,0.00754293915981959,1.0116212776729039,0.9964285714285714,0.0015249858144670725,0.0015249858144670725,1.0201480865478516,1.0,6.25e-05
85,0.00458779638699655,0.00458779638699655,1.017783614567348,0.9982142857142857,0.0015984073281288147,0.0015984073281288147,1.021380400657654,1.0,3.125e-05
86,0.007975753730612009,0.007975753730612009,1.0130269697734289,0.9982142857142857,0.0015473111066967248,0.0015473111066967248,1.0198566675186158,1.0,3.125e-05
87,0.0010572419851087034,0.0010572419851087034,1.0093054805483137,1.0,0.0015752024948596955,0.0015752024948596955,1.0217323541641234,1.0,3.125e-05
