epoch,train_loss,train_ce,train_lb,train_acc,val_loss,val_ce,val_lb,val_acc,lr
1,1.2557439020701817,1.2452643292290824,1.047958435331072,0.5607142857142857,1.1359615802764893,1.1256966829299926,1.026489019393921,0.875,0.001
2,0.9105029548917498,0.9004662053925651,1.0036752462387084,0.9357142857142857,0.8120675086975098,0.8020954370498657,0.9972079277038575,0.9625,0.001
3,0.6255598153386798,0.6156211478369576,0.9938673615455628,0.9589285714285715,0.48246816992759706,0.4725562632083893,0.991191053390503,0.9875,0.001
4,0.3888631275721959,0.3789660326072148,0.9897103020123073,0.9767857142857143,0.26183068454265596,0.2519269287586212,0.9903747797012329,1.0,0.001
5,0.2082508453301021,0.19836427101067133,0.9886573042188372,0.9910714285714286,0.1260799437761307,0.11615538001060485,0.9924567461013794,1.0,0.001
6,0.11480420529842376,0.1048931713615145,0.9911036287035261,0.9875,0.06470691710710526,0.0546757772564888,1.0031139135360718,1.0,0.001
7,0.06543931514024734,0.05544435248843261,0.9994962164333888,0.9928571428571429,0.042546437680721284,0.03245926350355148,1.0087175369262695,1.0,0.001
8,0.046124453257237165,0.036081681506974356,1.004277242933001,0.9946428571428572,0.032792472094297406,0.02270292639732361,1.0089545965194702,1.0,0.001
9,0.044484731554985044,0.03443077313048499,1.0053958824702671,0.9910714285714286,0.027726536989212035,0.017648502439260482,1.0078034400939941,1.0,0.001
10,0.0351397305727005,0.025051137379237583,1.008859327861241,0.9946428571428572,0.02514477223157883,0.015031329542398452,1.0113443374633788,1.0,0.001
11,0.031102593136685234,0.02100937230778592,1.0093221153531755,0.9928571428571429,0.023296794295310973,0.013148383796215057,1.0148409843444823,1.0,0.001
12,0.032584760763815473,0.022530357220343182,1.0054404054369246,0.9946428571428572,0.021893977373838424,0.011813927069306373,1.0080051183700562,1.0,0.001
13,0.028266650118998118,0.018261538392731123,1.00051121371133,0.9928571428571429,0.020243783295154572,0.01016104407608509,1.0082739353179933,1.0,0.001
14,0.02774878389069012,0.017693899225975786,1.0054885183061872,0.9946428571428572,0.019940903037786485,0.009849922358989715,1.0090980768203734,1.0,0.001
15,0.031792436220816206,0.02174155581742525,1.0050880977085659,0.9928571428571429,0.01834862045943737,0.00827709585428238,1.0071525573730469,1.0,0.001
16,0.019721558743289538,0.009698267560452223,1.0023291042872837,0.9964285714285714,0.017747554928064346,0.007674125209450722,1.0073430061340332,1.0,0.001
17,0.028601550231022493,0.018629923615870733,0.9971626690455846,0.9946428571428572,0.016867127642035483,0.006789993681013584,1.0077134132385255,1.0,0.001
18,0.027955338039568494,0.017958652121680123,0.999668562412262,0.9910714285714286,0.0167790062725544,0.006761066429316997,1.0017939805984497,1.0,0.001
19,0.02301648823278291,0.01299754697829485,1.0018941743033274,0.9964285714285714,0.020474044233560564,0.010427539981901646,1.0046504497528077,1.0,0.001
20,0.020416651772601265,0.010426057263144425,0.9990594472203936,0.9982142857142857,0.017659087479114533,0.0076475275680422785,1.0011560201644898,1.0,0.001
21,0.03654240124991962,0.026595567113586835,0.994683427470071,0.9875,0.016233763098716734,0.006210900098085404,1.0022863388061523,1.0,0.001
22,0.015618533002478736,0.00563461377418467,0.9983919518334525,1.0,0.015715280175209047,0.005681245401501655,1.0034034729003907,1.0,0.001
23,0.020126454532146454,0.010120192542672157,1.0006262166159494,0.9982142857142857,0.015494061633944511,0.00543398093432188,1.0060081005096435,1.0,0.001
24,0.028117021386112485,0.018066170399210282,1.0050851311002458,0.9964285714285714,0.01429857537150383,0.004258223809301853,1.0040351390838622,1.0,0.001
25,0.02326068739805903,0.013215228609208549,1.0045458453042166,0.9964285714285714,0.01633487790822983,0.006245229579508305,1.0089648962020874,1.0,0.001
26,0.02397947617407356,0.013928000342899136,1.00514760187694,0.9946428571428572,0.015714984387159348,0.00559315700083971,1.0121827125549316,1.0,0.001
27,0.01577832656247275,0.005743039973146681,1.003528697150094,0.9982142857142857,0.015573766827583314,0.005468360334634781,1.0105406284332275,1.0,0.001
